"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 10 14:07:11 EAT 2024","Wed Jul 10 14:07:19 EAT 2024","8634","chromium","example.spec.ts","","","","has title",""
